market_id,period,open,high,low,close,volume,adjusted_close
1,600,1.16801,1.16809,1.16784,1.16785,0.0,0.0
1,600,1.16785,1.16799,1.16782,1.1679,0.0,0.0
1,600,1.1679,1.16808,1.16785,1.16795,0.0,0.0
1,600,1.16795,1.16814,1.1678,1.16781,0.0,0.0
1,600,1.16782,1.16816,1.16777,1.16788,0.0,0.0
1,600,1.16788,1.16799,1.16766,1.1677,0.0,0.0
1,600,1.16769,1.16769,1.16739,1.16762,0.0,0.0
1,600,1.16763,1.16773,1.16732,1.16741,0.0,0.0
1,600,1.16741,1.16768,1.16741,1.16761,0.0,0.0
1,600,1.16761,1.16772,1.16723,1.16742,0.0,0.0
1,600,1.16743,1.16759,1.16676,1.167,0.0,0.0
1,600,1.167,1.16744,1.16694,1.16696,0.0,0.0
1,600,1.16696,1.16697,1.16605,1.16635,0.0,0.0
1,600,1.16636,1.16647,1.16594,1.16594,0.0,0.0
1,600,1.16594,1.16652,1.16593,1.16599,0.0,0.0
1,600,1.16599,1.16603,1.16556,1.16582,0.0,0.0
1,600,1.16582,1.1662,1.16582,1.16603,0.0,0.0
1,600,1.16603,1.16619,1.16596,1.16614,0.0,0.0
1,600,1.16614,1.16615,1.16585,1.16598,0.0,0.0
1,600,1.16598,1.16617,1.16591,1.16616,0.0,0.0
1,600,1.16616,1.16624,1.16603,1.16621,0.0,0.0
1,600,1.16621,1.16647,1.166,1.16613,0.0,0.0
1,600,1.16614,1.16624,1.16595,1.16609,0.0,0.0
1,600,1.16609,1.16617,1.16595,1.16602,0.0,0.0
1,600,1.16603,1.16616,1.16603,1.16612,0.0,0.0
1,600,1.16612,1.16616,1.16597,1.16609,0.0,0.0
1,600,1.16609,1.16637,1.16607,1.16637,0.0,0.0
1,600,1.16636,1.16643,1.16616,1.16621,0.0,0.0
1,600,1.16621,1.16632,1.16592,1.16605,0.0,0.0
1,600,1.16606,1.16615,1.1658,1.16601,0.0,0.0
1,600,1.16601,1.16613,1.16596,1.16606,0.0,0.0
1,600,1.16606,1.16624,1.166,1.16611,0.0,0.0
1,600,1.16611,1.16642,1.16611,1.1663,0.0,0.0
1,600,1.1663,1.16644,1.16625,1.16642,0.0,0.0
1,600,1.16643,1.16645,1.16615,1.16628,0.0,0.0
1,600,1.16628,1.16633,1.16613,1.1662,0.0,0.0
1,600,1.1662,1.16645,1.16609,1.16629,0.0,0.0
1,600,1.16629,1.16637,1.16621,1.1663,0.0,0.0
1,600,1.1663,1.16653,1.16615,1.16636,0.0,0.0
1,600,1.16636,1.16698,1.16628,1.16694,0.0,0.0
1,600,1.16694,1.16701,1.16638,1.1665,0.0,0.0
1,600,1.16649,1.16652,1.16621,1.16641,0.0,0.0
1,600,1.16641,1.16687,1.16641,1.16685,0.0,0.0
1,600,1.16685,1.16695,1.16639,1.1665,0.0,0.0
1,600,1.1665,1.1666,1.1662,1.16626,0.0,0.0
1,600,1.16626,1.16682,1.16607,1.16681,0.0,0.0
1,600,1.16666,1.16706,1.16641,1.16694,0.0,0.0
1,600,1.16694,1.16716,1.16646,1.16648,0.0,0.0
1,600,1.16646,1.16656,1.16624,1.16634,0.0,0.0
1,600,1.16634,1.16681,1.16628,1.1668,0.0,0.0
1,600,1.16679,1.16686,1.16636,1.16655,0.0,0.0
1,600,1.16655,1.16766,1.16655,1.16755,0.0,0.0
1,600,1.16754,1.16779,1.16709,1.16725,0.0,0.0
1,600,1.16725,1.16738,1.16699,1.167,0.0,0.0
1,600,1.167,1.16776,1.16692,1.16772,0.0,0.0
1,600,1.16773,1.16898,1.16772,1.16866,0.0,0.0
1,600,1.16866,1.16871,1.16814,1.16839,0.0,0.0
1,600,1.16838,1.1684,1.16728,1.16752,0.0,0.0
1,600,1.16753,1.16777,1.16723,1.16765,0.0,0.0
1,600,1.16765,1.16821,1.16743,1.16795,0.0,0.0
1,600,1.16795,1.16806,1.16761,1.16764,0.0,0.0
1,600,1.16764,1.16766,1.16684,1.16746,0.0,0.0
1,600,1.16746,1.16751,1.16693,1.16742,0.0,0.0
1,600,1.16742,1.16764,1.16722,1.16725,0.0,0.0
1,600,1.16725,1.1674,1.16706,1.16716,0.0,0.0
1,600,1.16716,1.1672,1.16645,1.16652,0.0,0.0
1,600,1.16652,1.16719,1.16649,1.16711,0.0,0.0
1,600,1.16711,1.16715,1.16688,1.1671,0.0,0.0
1,600,1.1671,1.16722,1.16672,1.16679,0.0,0.0
1,600,1.16679,1.16691,1.16654,1.16673,0.0,0.0
1,600,1.16673,1.16676,1.16644,1.16665,0.0,0.0
1,600,1.16665,1.16667,1.1663,1.16655,0.0,0.0
1,600,1.16659,1.1667,1.16621,1.16627,0.0,0.0
1,600,1.16627,1.16637,1.16612,1.16636,0.0,0.0
1,600,1.16637,1.16646,1.16606,1.16643,0.0,0.0
1,600,1.16643,1.16651,1.16618,1.16626,0.0,0.0
1,600,1.16626,1.16636,1.16573,1.16573,0.0,0.0
1,600,1.16573,1.16592,1.16525,1.16576,0.0,0.0
1,600,1.16574,1.16594,1.1654,1.1656,0.0,0.0
1,600,1.16562,1.16634,1.16503,1.16587,0.0,0.0
1,600,1.16586,1.16594,1.16517,1.16581,0.0,0.0
1,600,1.16581,1.16629,1.16565,1.16581,0.0,0.0
1,600,1.16581,1.16636,1.1653,1.16554,0.0,0.0
1,600,1.16554,1.16637,1.16543,1.16635,0.0,0.0
1,600,1.16638,1.16667,1.16609,1.16617,0.0,0.0
1,600,1.16616,1.16621,1.16559,1.16603,0.0,0.0
1,600,1.16607,1.16679,1.16607,1.16629,0.0,0.0
1,600,1.16629,1.16726,1.16614,1.16678,0.0,0.0
1,600,1.16678,1.16792,1.16678,1.16781,0.0,0.0
1,600,1.16781,1.16846,1.16772,1.16843,0.0,0.0
1,600,1.16842,1.16852,1.16821,1.16851,0.0,0.0
1,600,1.1685,1.16994,1.16844,1.16987,0.0,0.0
1,600,1.16987,1.17,1.16896,1.16899,0.0,0.0
1,600,1.16902,1.17048,1.16844,1.17039,0.0,0.0
1,600,1.1704,1.17083,1.16973,1.16988,0.0,0.0
1,600,1.16988,1.17018,1.16947,1.16972,0.0,0.0
1,600,1.16971,1.16997,1.16954,1.16985,0.0,0.0
1,600,1.16985,1.17017,1.16956,1.16986,0.0,0.0
1,600,1.16987,1.17014,1.16963,1.16988,0.0,0.0
1,600,1.16988,1.17018,1.16938,1.16938,0.0,0.0
1,600,1.1694,1.17024,1.16931,1.1701,0.0,0.0
1,600,1.17009,1.17047,1.16996,1.1703,0.0,0.0
1,600,1.1703,1.17066,1.1699,1.17001,0.0,0.0
1,600,1.17,1.17013,1.16954,1.17003,0.0,0.0
1,600,1.17004,1.17012,1.16969,1.1697,0.0,0.0
1,600,1.1697,1.17034,1.16964,1.17011,0.0,0.0
1,600,1.17011,1.17025,1.16967,1.16983,0.0,0.0
1,600,1.16982,1.17,1.16959,1.17,0.0,0.0
1,600,1.17,1.17012,1.16974,1.1698,0.0,0.0
1,600,1.16982,1.16991,1.16971,1.16987,0.0,0.0
1,600,1.16987,1.17006,1.16976,1.1698,0.0,0.0
1,600,1.1698,1.16989,1.16957,1.16959,0.0,0.0
1,600,1.16959,1.16975,1.16953,1.16971,0.0,0.0
1,600,1.16969,1.16974,1.16938,1.16941,0.0,0.0
1,600,1.1694,1.16951,1.16928,1.16931,0.0,0.0
1,600,1.16931,1.1697,1.1693,1.1695,0.0,0.0
1,600,1.1695,1.16968,1.16942,1.16968,0.0,0.0
1,600,1.16968,1.1699,1.1696,1.16979,0.0,0.0
1,600,1.16979,1.1699,1.16949,1.16954,0.0,0.0
1,600,1.16954,1.16959,1.16926,1.16928,0.0,0.0
1,600,1.16928,1.16953,1.16928,1.16951,0.0,0.0
1,600,1.16951,1.16971,1.16948,1.16968,0.0,0.0
1,600,1.16968,1.16985,1.16961,1.16975,0.0,0.0
1,600,1.16977,1.16987,1.1696,1.16978,0.0,0.0
1,600,1.1698,1.17001,1.16972,1.16976,0.0,0.0
1,600,1.16974,1.16974,1.16946,1.16948,0.0,0.0
1,600,1.16948,1.1696,1.16946,1.16954,0.0,0.0
1,600,1.16954,1.16954,1.16954,1.16954,0.0,0.0
